title,price,desc,images
Designer boho coastal embroidered floral sage sea foam green white fabric pillow cover multiple sizes modern Scandinavian textural,50.00,"Floral embroidered pillow cover available in multiple sizes! Colors are shades of sage and sea foam green on a white cotton background. * Available in front only (reverse fabric will be a solid white cotton home decor fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/87bee7/4192856188/il_794xN.4192856188_gkpa.jpg', 'https://i.etsystatic.com/6035838/r/il/7ede79/4240518901/il_794xN.4240518901_g4jt.jpg', 'https://i.etsystatic.com/6035838/r/il/6372de/4192844930/il_794xN.4192844930_krdo.jpg', 'https://i.etsystatic.com/6035838/r/il/5ff33b/4192854628/il_794xN.4192854628_smtk.jpg', 'https://i.etsystatic.com/6035838/r/il/b51f5d/3141475652/il_794xN.3141475652_9a7g.jpg', 'https://i.etsystatic.com/6035838/r/il/fc8959/3496082383/il_794xN.3496082383_9891.jpg', 'https://i.etsystatic.com/6035838/r/il/735598/3448417322/il_794xN.3448417322_s1j6.jpg', 'https://i.etsystatic.com/6035838/r/il/1f71b8/2187161525/il_794xN.2187161525_2r0a.jpg', 'https://i.etsystatic.com/6035838/r/il/cfc888/4240510101/il_794xN.4240510101_kugh.jpg', 'https://i.etsystatic.com/6035838/r/il/a9de3d/3141476266/il_794xN.3141476266_cdf5.jpg']"
Designer boho floral Indian hand block print pillow cover bown ochre flax natural beige available in multiple sizes Scandinavian,40.00,"Beautifully handcrafted authentic Indian block print pillow cover. Each order will be unique and one of a kind. *There will be some variation and sometimes subtle flaws which adds to its uniqueness and charm. * Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu.Zipper closure, serged seams for durability. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/b0cf86/4240465533/il_794xN.4240465533_3aly.jpg', 'https://i.etsystatic.com/6035838/r/il/602d82/4240465949/il_794xN.4240465949_elw2.jpg', 'https://i.etsystatic.com/6035838/r/il/594698/4235198639/il_794xN.4235198639_t4p7.jpg', 'https://i.etsystatic.com/6035838/r/il/4691d0/4235190941/il_794xN.4235190941_b1t9.jpg', 'https://i.etsystatic.com/6035838/r/il/30b5ea/4235198809/il_794xN.4235198809_amw5.jpg', 'https://i.etsystatic.com/6035838/r/il/2571d4/4235175785/il_794xN.4235175785_de7p.jpg', 'https://i.etsystatic.com/6035838/r/il/2bde3a/3446458148/il_794xN.3446458148_9g0q.jpg', 'https://i.etsystatic.com/6035838/r/il/ecc3bc/3113810086/il_794xN.3113810086_7soi.jpg', 'https://i.etsystatic.com/6035838/r/il/35a135/4187537554/il_794xN.4187537554_amxa.jpg', 'https://i.etsystatic.com/6035838/r/il/f43fe1/4187537682/il_794xN.4187537682_9qe7.jpg']"
Designer boho floral antiqued botanical bird pillow cover faded black clay brown ochre sand available in multiple sizes Scandinavian,40.00,"An antiqued print reminiscent of a vintage rug or a worn tapestry make up this pillow cover available in multiple sizes!  Colors featured are faded black, nutty brown, clay pink and sandy ochre. * Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu.Zipper closure, serged seams for durability. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/090028/4235198493/il_794xN.4235198493_nkam.jpg', 'https://i.etsystatic.com/6035838/r/il/594698/4235198639/il_794xN.4235198639_t4p7.jpg', 'https://i.etsystatic.com/6035838/r/il/4691d0/4235190941/il_794xN.4235190941_b1t9.jpg', 'https://i.etsystatic.com/6035838/r/il/2571d4/4235175785/il_794xN.4235175785_de7p.jpg', 'https://i.etsystatic.com/6035838/r/il/30b5ea/4235198809/il_794xN.4235198809_amw5.jpg', 'https://i.etsystatic.com/6035838/r/il/fd3147/4187513992/il_794xN.4187513992_kcqx.jpg', 'https://i.etsystatic.com/6035838/r/il/2bde3a/3446458148/il_794xN.3446458148_9g0q.jpg', 'https://i.etsystatic.com/6035838/r/il/ecc3bc/3113810086/il_794xN.3113810086_7soi.jpg', 'https://i.etsystatic.com/6035838/r/il/35a135/4187537554/il_794xN.4187537554_amxa.jpg', 'https://i.etsystatic.com/6035838/r/il/f43fe1/4187537682/il_794xN.4187537682_9qe7.jpg']"
Designer boho creamy white light brown beige wheat sheaf pillow cover cozy textural available in multiple sizes lodge cabin Scandinavian,40.00,"Cozy and textured wheat sheaf patterned pillow cover available in multiple sizes!* Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu.Zipper closure, serged seams for durability. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/4691d0/4235190941/il_794xN.4235190941_b1t9.jpg', 'https://i.etsystatic.com/6035838/r/il/d8a7d4/4187529096/il_794xN.4187529096_s123.jpg', 'https://i.etsystatic.com/6035838/r/il/ce2739/4187529392/il_794xN.4187529392_c14g.jpg', 'https://i.etsystatic.com/6035838/r/il/49a2bc/4235175049/il_794xN.4235175049_kxwj.jpg', 'https://i.etsystatic.com/6035838/r/il/fd3147/4187513992/il_794xN.4187513992_kcqx.jpg', 'https://i.etsystatic.com/6035838/r/il/799323/4187514386/il_794xN.4187514386_f0rx.jpg', 'https://i.etsystatic.com/6035838/r/il/2bde3a/3446458148/il_794xN.3446458148_9g0q.jpg', 'https://i.etsystatic.com/6035838/r/il/ecc3bc/3113810086/il_794xN.3113810086_7soi.jpg', 'https://i.etsystatic.com/6035838/r/il/2571d4/4235175785/il_794xN.4235175785_de7p.jpg', 'https://i.etsystatic.com/6035838/r/il/6fef70/4187528518/il_794xN.4187528518_hvko.jpg']"
Designer ivory cream velvet pillow cover earthy modern farmhouse textured organic-feel available in multiple sizes hygge,58.00,"Cozy creamy white/ivory velvet pillow cover to go with many decor styles. * Velvet both sides*size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/ab1b16/4143827280/il_794xN.4143827280_n20i.jpg', 'https://i.etsystatic.com/6035838/r/il/d0c486/4143828132/il_794xN.4143828132_5hn3.jpg', 'https://i.etsystatic.com/6035838/r/il/73a436/3397057731/il_794xN.3397057731_oon7.jpg', 'https://i.etsystatic.com/6035838/r/il/6bbe16/3397057009/il_794xN.3397057009_d1i7.jpg', 'https://i.etsystatic.com/6035838/r/il/474ed1/3349386796/il_794xN.3349386796_25j8.jpg', 'https://i.etsystatic.com/6035838/r/il/97e262/3397062523/il_794xN.3397062523_oveo.jpg', 'https://i.etsystatic.com/6035838/r/il/e8b013/4143826468/il_794xN.4143826468_fa45.jpg', 'https://i.etsystatic.com/6035838/r/il/ecc3bc/3113810086/il_794xN.3113810086_7soi.jpg', 'https://i.etsystatic.com/6035838/r/il/322a39/3155241254/il_794xN.3155241254_8vtm.jpg', 'https://i.etsystatic.com/6035838/r/il/9c616d/3202948947/il_794xN.3202948947_ri5z.jpg']"
Modern coastal stripe pillow cover cream white taupe greige modern farmhouse boho available in multiple sizes high performance fabric  beach,26.00,"Classic paneled stripe pillow cover available in multiple sizes!* Choose same fabric both sides or front only printed fabric with a creamy white reverse fabric in the drop down menu. the front only options are first in the drop down menu, followed by the same fabric front and back (samesides)*size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)*high performance fabric that fares well both inside and out!  Soil, mildew and stain resistant. 100% recycled material. *iron only with a damp towel between the iron and the fabric. *design placement will vary* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*hand wash cold, dry flat*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/79c436/4091489073/il_794xN.4091489073_25ji.jpg', 'https://i.etsystatic.com/6035838/r/il/bbc2d5/4091489045/il_794xN.4091489045_7u0l.jpg', 'https://i.etsystatic.com/6035838/r/il/cde571/4091488863/il_794xN.4091488863_m4d3.jpg', 'https://i.etsystatic.com/6035838/r/il/eb92e3/4043844904/il_794xN.4043844904_irvf.jpg', 'https://i.etsystatic.com/6035838/r/il/e7dda8/3972124719/il_794xN.3972124719_ti08.jpg', 'https://i.etsystatic.com/6035838/r/il/897314/3924664256/il_794xN.3924664256_mob8.jpg', 'https://i.etsystatic.com/6035838/r/il/22ea50/3972125003/il_794xN.3972125003_7lo6.jpg', 'https://i.etsystatic.com/6035838/r/il/29d1dd/3972125073/il_794xN.3972125073_s7f6.jpg', 'https://i.etsystatic.com/6035838/r/il/b38294/4043844920/il_794xN.4043844920_izbc.jpg', 'https://i.etsystatic.com/6035838/r/il/b30c36/4091489343/il_794xN.4091489343_jw8w.jpg']"
Designer boho beige small scale hand block style floral design neutral global inspired tonal modern farmhouse square lumbar sizes,40.00,"Beautiful and eclectic pillow cover to go with many decor styles. * Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/c474d2/4091472931/il_794xN.4091472931_2vlm.jpg', 'https://i.etsystatic.com/6035838/r/il/59ade3/4043824996/il_794xN.4043824996_kosz.jpg', 'https://i.etsystatic.com/6035838/r/il/8d7731/4043829226/il_794xN.4043829226_12dd.jpg', 'https://i.etsystatic.com/6035838/r/il/66b360/4091472679/il_794xN.4091472679_4kj6.jpg', 'https://i.etsystatic.com/6035838/r/il/b63063/4043822700/il_794xN.4043822700_of5g.jpg', 'https://i.etsystatic.com/6035838/r/il/67b463/4091467355/il_794xN.4091467355_qic7.jpg', 'https://i.etsystatic.com/6035838/r/il/6966f5/4043824296/il_794xN.4043824296_mi40.jpg', 'https://i.etsystatic.com/6035838/r/il/3d4fba/3496162039/il_794xN.3496162039_o5mf.jpg', 'https://i.etsystatic.com/6035838/r/il/e260b1/3448495586/il_794xN.3448495586_kzds.jpg', 'https://i.etsystatic.com/6035838/r/il/474ed1/3349386796/il_794xN.3349386796_25j8.jpg']"
Designer boho small scale hand block style floral design global inspired charcoal grey beige modern farmhouse artisanal square lumbar sizes,40.00,"Beautiful and eclectic pillow cover to go with many decor styles. * Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/d16d52/4091468657/il_794xN.4091468657_f8mh.jpg', 'https://i.etsystatic.com/6035838/r/il/4f08ac/4091468585/il_794xN.4091468585_7znn.jpg', 'https://i.etsystatic.com/6035838/r/il/59ade3/4043824996/il_794xN.4043824996_kosz.jpg', 'https://i.etsystatic.com/6035838/r/il/b63063/4043822700/il_794xN.4043822700_of5g.jpg', 'https://i.etsystatic.com/6035838/r/il/67b463/4091467355/il_794xN.4091467355_qic7.jpg', 'https://i.etsystatic.com/6035838/r/il/6966f5/4043824296/il_794xN.4043824296_mi40.jpg', 'https://i.etsystatic.com/6035838/r/il/3d4fba/3496162039/il_794xN.3496162039_o5mf.jpg', 'https://i.etsystatic.com/6035838/r/il/1b406e/3496161617/il_794xN.3496161617_rra3.jpg', 'https://i.etsystatic.com/6035838/r/il/e260b1/3448495586/il_794xN.3448495586_kzds.jpg', 'https://i.etsystatic.com/6035838/r/il/474ed1/3349386796/il_794xN.3349386796_25j8.jpg']"
Designer moss green olive all linen pillow cover preppy coastal modern farmhouse textured organic-feel available in multiple sizes hygge,40.00,"Beautiful and classic 100% linen moss green pillow cover to go with many decor styles. * Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/6732b1/4003695454/il_794xN.4003695454_lxuy.jpg', 'https://i.etsystatic.com/6035838/r/il/134ec7/4003687710/il_794xN.4003687710_daga.jpg', 'https://i.etsystatic.com/6035838/r/il/73a436/3397057731/il_794xN.3397057731_oon7.jpg', 'https://i.etsystatic.com/6035838/r/il/235b69/4003687918/il_794xN.4003687918_68et.jpg', 'https://i.etsystatic.com/6035838/r/il/474ed1/3349386796/il_794xN.3349386796_25j8.jpg', 'https://i.etsystatic.com/6035838/r/il/e6bf01/3448451454/il_794xN.3448451454_abhl.jpg', 'https://i.etsystatic.com/6035838/r/il/9c616d/3202948947/il_794xN.3202948947_ri5z.jpg', 'https://i.etsystatic.com/6035838/r/il/71e0b4/3448459266/il_794xN.3448459266_k90n.jpg', 'https://i.etsystatic.com/6035838/r/il/e9fd5d/4003687978/il_794xN.4003687978_ld7j.jpg']"
Designer moss green linen blend pillow cover coastal modern farmhouse textured organic-feel available in multiple sizes hygge,40.00,"Beautiful and classic linen blend moss green pillow cover to go with many decor styles. * Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/211f74/4051337743/il_794xN.4051337743_ejli.jpg', 'https://i.etsystatic.com/6035838/r/il/13e61c/4051337773/il_794xN.4051337773_4wnx.jpg', 'https://i.etsystatic.com/6035838/r/il/134ec7/4003687710/il_794xN.4003687710_daga.jpg', 'https://i.etsystatic.com/6035838/r/il/e6bf01/3448451454/il_794xN.3448451454_abhl.jpg', 'https://i.etsystatic.com/6035838/r/il/9c616d/3202948947/il_794xN.3202948947_ri5z.jpg', 'https://i.etsystatic.com/6035838/r/il/73a436/3397057731/il_794xN.3397057731_oon7.jpg', 'https://i.etsystatic.com/6035838/r/il/474ed1/3349386796/il_794xN.3349386796_25j8.jpg', 'https://i.etsystatic.com/6035838/r/il/71e0b4/3448459266/il_794xN.3448459266_k90n.jpg', 'https://i.etsystatic.com/6035838/r/il/235b69/4003687918/il_794xN.4003687918_68et.jpg', 'https://i.etsystatic.com/6035838/r/il/e9fd5d/4003687978/il_794xN.4003687978_ld7j.jpg']"
High end boho woven pillow cover indigo blue ikat beige textured pillow cover euro sham nursery extra long lumbar euro Christmas,30.00,"High end designer woven small scale pillow coverupholstery weight fabricfabric both sides or front only with a solid natural reverse fabric Zipper closureSerged seams for durability ***This listing is designed for insert size so order according to the size insert you want to cover.  made about 2” smaller than the insert for a nice snug fitCover only, insert not included If you would like a different size than what's listed please message me a request!  Also, I send free swatches if you need.Covers featured in pictures 2-8 are only complimentary covers available through my shop in separate listings.  This listing is for the first photo only.Cover only, insert not included  Spot clean or Hand wash cold is recommended, dry flat, iron as needed.","['https://i.etsystatic.com/6035838/r/il/e9a2c5/4003535668/il_794xN.4003535668_mqk3.jpg', 'https://i.etsystatic.com/6035838/r/il/859f53/4051184699/il_794xN.4051184699_6n43.jpg', 'https://i.etsystatic.com/6035838/r/il/c9018d/4051163195/il_794xN.4051163195_ihzn.jpg', 'https://i.etsystatic.com/6035838/r/il/4dda4d/4051163401/il_794xN.4051163401_47lz.jpg', 'https://i.etsystatic.com/6035838/r/il/10ea00/3825594938/il_794xN.3825594938_1054.jpg', 'https://i.etsystatic.com/6035838/r/il/1402d7/3873108507/il_794xN.3873108507_m72l.jpg', 'https://i.etsystatic.com/6035838/r/il/44c9d5/3825595344/il_794xN.3825595344_b4rz.jpg', 'https://i.etsystatic.com/6035838/r/il/3b1fac/4051163755/il_794xN.4051163755_pvg5.jpg']"
High end boho woven pillow cover  cognac ikat rust clay brown beige textured pillow cover euro sham nursery extra long lumbar euro Christmas,30.00,"High end designer woven small scale pillow coverupholstery weight fabricfabric both sides or front only with a solid natural reverse fabric Zipper closureSerged seams for durability This listing is designed for insert size so order according to the size insert you want to cover.  made about 2” smaller than the insert for a nice snug fitCover only, insert not included If you would like a different size than what's listed please message me a request!  Also, I send free swatches if you need.Covers featured in pictures 2-8 are only complimentary covers available through my shop in separate listings.  This listing is for the first photo only.Cover only, insert not included  Spot clean or Hand wash cold is recommended, dry flat, iron as needed.","['https://i.etsystatic.com/6035838/r/il/c9018d/4051163195/il_794xN.4051163195_ihzn.jpg', 'https://i.etsystatic.com/6035838/r/il/97c023/4003514964/il_794xN.4003514964_h9qy.jpg', 'https://i.etsystatic.com/6035838/r/il/4dda4d/4051163401/il_794xN.4051163401_47lz.jpg', 'https://i.etsystatic.com/6035838/r/il/642da8/4051163523/il_794xN.4051163523_q304.jpg', 'https://i.etsystatic.com/6035838/r/il/7ce22c/4051163607/il_794xN.4051163607_ifc9.jpg', 'https://i.etsystatic.com/6035838/r/il/10ea00/3825594938/il_794xN.3825594938_1054.jpg', 'https://i.etsystatic.com/6035838/r/il/1402d7/3873108507/il_794xN.3873108507_m72l.jpg', 'https://i.etsystatic.com/6035838/r/il/44c9d5/3825595344/il_794xN.3825595344_b4rz.jpg', 'https://i.etsystatic.com/6035838/r/il/3b1fac/4051163755/il_794xN.4051163755_pvg5.jpg']"
Designer herringbone solid pink clay terra cotta pillow cover modern farmhouse textured organic-feel available in multiple sizes hygge,38.00,"Solid herringbone in a clay/light terra cotta pillow cover to go with many decor styles. * Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/3af796/4003484508/il_794xN.4003484508_rgz1.jpg', 'https://i.etsystatic.com/6035838/r/il/c64389/4051154015/il_794xN.4051154015_iefh.jpg', 'https://i.etsystatic.com/6035838/r/il/1de938/4051133477/il_794xN.4051133477_h4al.jpg', 'https://i.etsystatic.com/6035838/r/il/315049/4051129475/il_794xN.4051129475_jq31.jpg', 'https://i.etsystatic.com/6035838/r/il/0f5331/4003482608/il_794xN.4003482608_tk0o.jpg', 'https://i.etsystatic.com/6035838/r/il/ecc3bc/3113810086/il_794xN.3113810086_7soi.jpg', 'https://i.etsystatic.com/6035838/r/il/97e262/3397062523/il_794xN.3397062523_oveo.jpg', 'https://i.etsystatic.com/6035838/r/il/e70ec7/4003489678/il_794xN.4003489678_b7uc.jpg', 'https://i.etsystatic.com/6035838/r/il/322a39/3155241254/il_794xN.3155241254_8vtm.jpg', 'https://i.etsystatic.com/6035838/r/il/73a436/3397057731/il_794xN.3397057731_oon7.jpg']"
Designer block print vine floral pink clay pillow cover modern farmhouse textured organic-feel available in multiple sizes hygge,38.00,"Beautiful block print vine in blush pink and cream pillow cover to go with many decor styles. * Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/315049/4051129475/il_794xN.4051129475_jq31.jpg', 'https://i.etsystatic.com/6035838/r/il/d4e156/4051138063/il_794xN.4051138063_73l9.jpg', 'https://i.etsystatic.com/6035838/r/il/3af796/4003484508/il_794xN.4003484508_rgz1.jpg', 'https://i.etsystatic.com/6035838/r/il/1de938/4051133477/il_794xN.4051133477_h4al.jpg', 'https://i.etsystatic.com/6035838/r/il/0f5331/4003482608/il_794xN.4003482608_tk0o.jpg', 'https://i.etsystatic.com/6035838/r/il/ecc3bc/3113810086/il_794xN.3113810086_7soi.jpg', 'https://i.etsystatic.com/6035838/r/il/e70ec7/4003489678/il_794xN.4003489678_b7uc.jpg', 'https://i.etsystatic.com/6035838/r/il/322a39/3155241254/il_794xN.3155241254_8vtm.jpg', 'https://i.etsystatic.com/6035838/r/il/97e262/3397062523/il_794xN.3397062523_oveo.jpg', 'https://i.etsystatic.com/6035838/r/il/73a436/3397057731/il_794xN.3397057731_oon7.jpg']"
Designer terra cotta clay pillow cover herringbone modern farmhouse textured organic-feel available in multiple sizes hygge,58.00,"Classic clay linen pillow cover to go with many decor styles. * Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/3af796/4003484508/il_794xN.4003484508_rgz1.jpg', 'https://i.etsystatic.com/6035838/r/il/0b027a/4051133511/il_794xN.4051133511_igy2.jpg', 'https://i.etsystatic.com/6035838/r/il/1de938/4051133477/il_794xN.4051133477_h4al.jpg', 'https://i.etsystatic.com/6035838/r/il/0f5331/4003482608/il_794xN.4003482608_tk0o.jpg', 'https://i.etsystatic.com/6035838/r/il/315049/4051129475/il_794xN.4051129475_jq31.jpg', 'https://i.etsystatic.com/6035838/r/il/97e262/3397062523/il_794xN.3397062523_oveo.jpg', 'https://i.etsystatic.com/6035838/r/il/322a39/3155241254/il_794xN.3155241254_8vtm.jpg', 'https://i.etsystatic.com/6035838/r/il/ecc3bc/3113810086/il_794xN.3113810086_7soi.jpg', 'https://i.etsystatic.com/6035838/r/il/73a436/3397057731/il_794xN.3397057731_oon7.jpg']"
Coastal basketweave flax beige white solid nubby tonal nubby pillow cover cozy textural available in multiple sizes Scandinavian,40.00,"Pleasing neutral basketweave patterned in sandy beige and creamy white fabric pillow cover available in multiple sizes!  It has a visually pleasing nubby weave. This will serve well as a backer pillow behind something with more movement or alongside more neutral pillows. * Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. I highly recommend due to variations in screens. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/d7f736/4045303649/il_794xN.4045303649_6pao.jpg', 'https://i.etsystatic.com/6035838/r/il/9c85f3/3997655936/il_794xN.3997655936_fa6i.jpg', 'https://i.etsystatic.com/6035838/r/il/fbf9c9/3972138787/il_794xN.3972138787_nq6n.jpg', 'https://i.etsystatic.com/6035838/r/il/daa15b/3924658590/il_794xN.3924658590_d3og.jpg', 'https://i.etsystatic.com/6035838/r/il/f0a929/4045306345/il_794xN.4045306345_omk1.jpg', 'https://i.etsystatic.com/6035838/r/il/8b9bc4/4045276795/il_794xN.4045276795_inap.jpg', 'https://i.etsystatic.com/6035838/r/il/ecc3bc/3113810086/il_794xN.3113810086_7soi.jpg', 'https://i.etsystatic.com/6035838/r/il/c83046/3972119035/il_794xN.3972119035_dy05.jpg', 'https://i.etsystatic.com/6035838/r/il/f75307/3972118885/il_794xN.3972118885_bjjz.jpg', 'https://i.etsystatic.com/6035838/r/il/6d8dc7/3710924042/il_794xN.3710924042_7ijr.jpg']"
High end woven designer fabric chambray blue textured pillow cover euro sham nursery extra long lumbar euro Christmas,33.99,"High end designer woven small scale pillow coverupholstery weight fabricfabric both sidesZipper closureSerged seams for durability This listing is designed for insert size so order according to the size insert you want to cover.  made about 2” smaller than the insert for a nice snug fitCover only, insert not included If you would like a different size than what's listed please message me a request!  Also, I send free swatches if you need.Covers featured in pictures 2-8 are only complimentary covers available through my shop in separate listings.  This listing is for the first photo only.Cover only, insert not included  Spot clean or Hand wash cold is recommended, dry flat, iron as needed.","['https://i.etsystatic.com/6035838/r/il/48a794/4045267071/il_794xN.4045267071_26nf.jpg', 'https://i.etsystatic.com/6035838/r/il/15515a/3997615992/il_794xN.3997615992_ld82.jpg', 'https://i.etsystatic.com/6035838/r/il/7b702d/4045267115/il_794xN.4045267115_4rrq.jpg', 'https://i.etsystatic.com/6035838/r/il/c823b3/3997616804/il_794xN.3997616804_b8m5.jpg', 'https://i.etsystatic.com/6035838/r/il/297613/3984086433/il_794xN.3984086433_qh17.jpg', 'https://i.etsystatic.com/6035838/r/il/82aaf5/3984076149/il_794xN.3984076149_36lm.jpg', 'https://i.etsystatic.com/6035838/r/il/c2b3be/3984086835/il_794xN.3984086835_cxst.jpg', 'https://i.etsystatic.com/6035838/r/il/7081b7/3984086593/il_794xN.3984086593_touz.jpg', 'https://i.etsystatic.com/6035838/r/il/2728f2/3984029957/il_794xN.3984029957_sij4.jpg', 'https://i.etsystatic.com/6035838/r/il/2edb1b/3936580456/il_794xN.3936580456_iw0z.jpg']"
